title,title_clean,studio,year,genres,domestic_gross,foreign_gross,total_gross,averagerating,numvotes,release_month,worldwide_gross,main_genre
The Fault in our Stars,the fault in our stars,Fox,2014,drama,124900000,182300000.0,307200000.0,7.7,315135,6.0,307166834.0,drama
The Fault in our Stars,the fault in our stars,Fox,2014,romance,124900000,182300000.0,307200000.0,7.7,315135,6.0,307166834.0,drama
Divergent,divergent,LG/S,2014,action,150900000,137900000.0,288800000.0,6.7,399703,3.0,276014965.0,action
Divergent,divergent,LG/S,2014,adventure,150900000,137900000.0,288800000.0,6.7,399703,3.0,276014965.0,action
Divergent,divergent,LG/S,2014,mystery,150900000,137900000.0,288800000.0,6.7,399703,3.0,276014965.0,action
Mr. Peabody & Sherman,mr. peabody & sherman,Fox,2014,adventure,111500000,164200000.0,275700000.0,6.8,57277,3.0,269806430.0,adventure
Mr. Peabody & Sherman,mr. peabody & sherman,Fox,2014,animation,111500000,164200000.0,275700000.0,6.8,57277,3.0,269806430.0,adventure
Mr. Peabody & Sherman,mr. peabody & sherman,Fox,2014,comedy,111500000,164200000.0,275700000.0,6.8,57277,3.0,269806430.0,adventure
Neighbors,neighbors,Uni.,2014,comedy,150200000,120500000.0,270700000.0,6.3,266020,5.0,270944428.0,comedy
Exodus: Gods and Kings,exodus: gods and kings,Fox,2014,action,65000000,203200000.0,268200000.0,6.0,150858,12.0,268314513.0,action
Exodus: Gods and Kings,exodus: gods and kings,Fox,2014,adventure,65000000,203200000.0,268200000.0,6.0,150858,12.0,268314513.0,action
Exodus: Gods and Kings,exodus: gods and kings,Fox,2014,drama,65000000,203200000.0,268200000.0,6.0,150858,12.0,268314513.0,action
Annabelle,annabelle,WB (NL),2014,horror,84300000,172800000.0,257100000.0,5.4,122039,10.0,256862920.0,horror
Annabelle,annabelle,WB (NL),2014,mystery,84300000,172800000.0,257100000.0,5.4,122039,10.0,256862920.0,horror
Annabelle,annabelle,WB (NL),2014,thriller,84300000,172800000.0,257100000.0,5.4,122039,10.0,256862920.0,horror
The Imitation Game,the imitation game,Wein.,2014,biography,91100000,142400000.0,233500000.0,8.0,620834,11.0,227740463.0,biography
The Imitation Game,the imitation game,Wein.,2014,drama,91100000,142400000.0,233500000.0,8.0,620834,11.0,227740463.0,biography
The Imitation Game,the imitation game,Wein.,2014,thriller,91100000,142400000.0,233500000.0,8.0,620834,11.0,227740463.0,biography
Non-Stop,non-stop,Uni.,2014,action,92200000,130600000.0,222800000.0,7.0,234717,2.0,222383055.0,action
Non-Stop,non-stop,Uni.,2014,mystery,92200000,130600000.0,222800000.0,7.0,234717,2.0,222383055.0,action
Non-Stop,non-stop,Uni.,2014,thriller,92200000,130600000.0,222800000.0,7.0,234717,2.0,222383055.0,action
Dracula Untold,dracula untold,Uni.,2014,action,56300000,160800000.0,217100000.0,6.3,164829,10.0,220241723.0,action
Dracula Untold,dracula untold,Uni.,2014,drama,56300000,160800000.0,217100000.0,6.3,164829,10.0,220241723.0,action
Dracula Untold,dracula untold,Uni.,2014,fantasy,56300000,160800000.0,217100000.0,6.3,164829,10.0,220241723.0,action
The Expendables 3,the expendables 3,LGF,2014,action,39300000,175300000.0,214600000.0,6.1,156432,8.0,209461378.0,action
The Expendables 3,the expendables 3,LGF,2014,adventure,39300000,175300000.0,214600000.0,6.1,156432,8.0,209461378.0,action
The Expendables 3,the expendables 3,LGF,2014,thriller,39300000,175300000.0,214600000.0,6.1,156432,8.0,209461378.0,action
Into the Woods,into the woods,BV,2014,adventure,128000000,85100000.0,213100000.0,6.0,123577,12.0,213116401.0,adventure
Into the Woods,into the woods,BV,2014,comedy,128000000,85100000.0,213100000.0,6.0,123577,12.0,213116401.0,adventure
Into the Woods,into the woods,BV,2014,drama,128000000,85100000.0,213100000.0,6.0,123577,12.0,213116401.0,adventure
Journey to the West,journey to the west,Magn.,2014,action,18100,205600000.0,205618100.0,6.8,10728,,,
Journey to the West,journey to the west,Magn.,2014,adventure,18100,205600000.0,205618100.0,6.8,10728,,,
Journey to the West,journey to the west,Magn.,2014,comedy,18100,205600000.0,205618100.0,6.8,10728,,,
Need for Speed,need for speed,BV,2014,action,43600000,159700000.0,203300000.0,6.5,154909,3.0,194169619.0,action
Need for Speed,need for speed,BV,2014,crime,43600000,159700000.0,203300000.0,6.5,154909,3.0,194169619.0,action
Need for Speed,need for speed,BV,2014,thriller,43600000,159700000.0,203300000.0,6.5,154909,3.0,194169619.0,action
The Equalizer,the equalizer,Sony,2014,action,101500000,90800000.0,192300000.0,7.2,302302,9.0,192903624.0,action
The Equalizer,the equalizer,Sony,2014,crime,101500000,90800000.0,192300000.0,7.2,302302,9.0,192903624.0,action
The Equalizer,the equalizer,Sony,2014,thriller,101500000,90800000.0,192300000.0,7.2,302302,9.0,192903624.0,action
Breakup Buddies,breakup buddies,CL,2014,comedy,778000,188200000.0,188978000.0,6.4,1199,,,
Breakup Buddies,breakup buddies,CL,2014,drama,778000,188200000.0,188978000.0,6.4,1199,,,
Breakup Buddies,breakup buddies,CL,2014,romance,778000,188200000.0,188978000.0,6.4,1199,,,
The Grand Budapest Hotel,the grand budapest hotel,FoxS,2014,adventure,59300000,115500000.0,174800000.0,8.1,633604,3.0,163981261.0,adventure
The Grand Budapest Hotel,the grand budapest hotel,FoxS,2014,comedy,59300000,115500000.0,174800000.0,8.1,633604,3.0,163981261.0,adventure
The Grand Budapest Hotel,the grand budapest hotel,FoxS,2014,crime,59300000,115500000.0,174800000.0,8.1,633604,3.0,163981261.0,adventure
Dumb and Dumber To,dumb and dumber to,Uni.,2014,adventure,86200000,83600000.0,169800000.0,5.6,118646,11.0,156553592.0,adventure
Dumb and Dumber To,dumb and dumber to,Uni.,2014,comedy,86200000,83600000.0,169800000.0,5.6,118646,11.0,156553592.0,adventure
Unbroken,unbroken,Uni.,2014,biography,115600000,47800000.0,163400000.0,7.2,129981,12.0,163527824.0,biography
Unbroken,unbroken,Uni.,2014,drama,115600000,47800000.0,163400000.0,7.2,129981,12.0,163527824.0,biography
Unbroken,unbroken,Uni.,2014,sport,115600000,47800000.0,163400000.0,7.2,129981,12.0,163527824.0,biography
Into The Storm,into the storm,WB (NL),2014,action,47600000,114100000.0,161700000.0,5.8,60894,8.0,150429371.0,action
Into The Storm,into the storm,WB (NL),2014,adventure,47600000,114100000.0,161700000.0,5.8,60894,8.0,150429371.0,action
Into The Storm,into the storm,WB (NL),2014,drama,47600000,114100000.0,161700000.0,5.8,60894,8.0,150429371.0,action
The Monuments Men,the monuments men,Sony,2014,comedy,78000000,77000000.0,155000000.0,6.1,117638,2.0,158702748.0,comedy
The Monuments Men,the monuments men,Sony,2014,drama,78000000,77000000.0,155000000.0,6.1,117638,2.0,158702748.0,comedy
The Monuments Men,the monuments men,Sony,2014,history,78000000,77000000.0,155000000.0,6.1,117638,2.0,158702748.0,comedy
Ride Along,ride along,Uni.,2014,action,134900000,19500000.0,154400000.0,6.2,94529,1.0,153733800.0,action
Ride Along,ride along,Uni.,2014,comedy,134900000,19500000.0,154400000.0,6.2,94529,1.0,153733800.0,action
Ride Along,ride along,Uni.,2014,crime,134900000,19500000.0,154400000.0,6.2,94529,1.0,153733800.0,action
Planes: Fire & Rescue,planes: fire & rescue,BV,2014,adventure,59200000,92200000.0,151400000.0,6.0,15273,,,
Planes: Fire & Rescue,planes: fire & rescue,BV,2014,animation,59200000,92200000.0,151400000.0,6.0,15273,,,
Planes: Fire & Rescue,planes: fire & rescue,BV,2014,comedy,59200000,92200000.0,151400000.0,6.0,15273,,,
Let's Be Cops,let's be cops,Fox,2014,comedy,82400000,55800000.0,138200000.0,6.4,121633,,,
Let's Be Cops,let's be cops,Fox,2014,crime,82400000,55800000.0,138200000.0,6.4,121633,,,
Jack Ryan: Shadow Recruit,jack ryan: shadow recruit,Par.,2014,action,50600000,84900000.0,135500000.0,6.2,114913,1.0,131377412.0,action
Jack Ryan: Shadow Recruit,jack ryan: shadow recruit,Par.,2014,drama,50600000,84900000.0,135500000.0,6.2,114913,1.0,131377412.0,action
Jack Ryan: Shadow Recruit,jack ryan: shadow recruit,Par.,2014,thriller,50600000,84900000.0,135500000.0,6.2,114913,1.0,131377412.0,action
Blended,blended,WB,2014,comedy,46300000,81700000.0,128000000.0,6.5,106491,5.0,127990741.0,comedy
Blended,blended,WB,2014,romance,46300000,81700000.0,128000000.0,6.5,106491,5.0,127990741.0,comedy
Sex Tape,sex tape,Sony,2014,comedy,38500000,87500000.0,126000000.0,5.1,100520,7.0,126069509.0,comedy
Sex Tape,sex tape,Sony,2014,romance,38500000,87500000.0,126000000.0,5.1,100520,7.0,126069509.0,comedy
The Theory of Everything,the theory of everything,Focus,2014,biography,35900000,87800000.0,123700000.0,7.7,361534,11.0,123327692.0,biography
The Theory of Everything,the theory of everything,Focus,2014,drama,35900000,87800000.0,123700000.0,7.7,361534,11.0,123327692.0,biography
The Theory of Everything,the theory of everything,Focus,2014,romance,35900000,87800000.0,123700000.0,7.7,361534,11.0,123327692.0,biography
The Nut Job,the nut job,ORF,2014,adventure,64300000,56600000.0,120900000.0,5.7,24587,1.0,122529966.0,adventure
The Nut Job,the nut job,ORF,2014,animation,64300000,56600000.0,120900000.0,5.7,24587,1.0,122529966.0,adventure
The Nut Job,the nut job,ORF,2014,comedy,64300000,56600000.0,120900000.0,5.7,24587,1.0,122529966.0,adventure
The Wind Rises,the wind rises,BV,2014,animation,5200000,112700000.0,117900000.0,7.8,60943,,,
The Wind Rises,the wind rises,BV,2014,biography,5200000,112700000.0,117900000.0,7.8,60943,,,
The Wind Rises,the wind rises,BV,2014,drama,5200000,112700000.0,117900000.0,7.8,60943,,,
Pompeii,pompeii,TriS,2014,action,23200000,94600000.0,117800000.0,5.5,100467,2.0,108469033.0,action
Pompeii,pompeii,TriS,2014,adventure,23200000,94600000.0,117800000.0,5.5,100467,2.0,108469033.0,action
Pompeii,pompeii,TriS,2014,drama,23200000,94600000.0,117800000.0,5.5,100467,2.0,108469033.0,action
The Purge: Anarchy,the purge: anarchy,Uni.,2014,action,72000000,40000000.0,112000000.0,6.5,126203,7.0,111534881.0,action
The Purge: Anarchy,the purge: anarchy,Uni.,2014,horror,72000000,40000000.0,112000000.0,6.5,126203,7.0,111534881.0,action
The Purge: Anarchy,the purge: anarchy,Uni.,2014,sci-fi,72000000,40000000.0,112000000.0,6.5,126203,7.0,111534881.0,action
The Boxtrolls,the boxtrolls,Focus,2014,adventure,50800000,58400000.0,109200000.0,6.8,50763,9.0,111946251.0,adventure
The Boxtrolls,the boxtrolls,Focus,2014,animation,50800000,58400000.0,109200000.0,6.8,50763,9.0,111946251.0,adventure
The Boxtrolls,the boxtrolls,Focus,2014,comedy,50800000,58400000.0,109200000.0,6.8,50763,9.0,111946251.0,adventure
Horrible Bosses 2,horrible bosses 2,WB,2014,comedy,54400000,53200000.0,107600000.0,6.3,144442,11.0,105945357.0,comedy
Horrible Bosses 2,horrible bosses 2,WB,2014,crime,54400000,53200000.0,107600000.0,6.3,144442,11.0,105945357.0,comedy
Ouija,ouija,Uni.,2014,horror,50900000,52700000.0,103600000.0,4.5,44054,10.0,103300632.0,horror
Ouija,ouija,Uni.,2014,mystery,50900000,52700000.0,103600000.0,4.5,44054,10.0,103300632.0,horror
Ouija,ouija,Uni.,2014,thriller,50900000,52700000.0,103600000.0,4.5,44054,10.0,103300632.0,horror
Transcendence,transcendence,WB,2014,drama,23000000,80000000.0,103000000.0,6.1,22,,,
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","alexander and the terrible, horrible, no good, very bad day",BV,2014,comedy,67000000,34400000.0,101400000.0,6.2,37325,10.0,101379287.0,comedy
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","alexander and the terrible, horrible, no good, very bad day",BV,2014,family,67000000,34400000.0,101400000.0,6.2,37325,10.0,101379287.0,comedy
Heaven is for Real,heaven is for real,TriS,2014,biography,91400000,9900000.0,101300000.0,5.8,24267,4.0,100916299.0,biography
Heaven is for Real,heaven is for real,TriS,2014,drama,91400000,9900000.0,101300000.0,5.8,24267,4.0,100916299.0,biography
Heaven is for Real,heaven is for real,TriS,2014,family,91400000,9900000.0,101300000.0,5.8,24267,4.0,100916299.0,biography
Tammy,tammy,WB (NL),2014,comedy,84500000,16000000.0,100500000.0,4.9,44345,7.0,96407655.0,comedy
Tammy,tammy,WB (NL),2014,romance,84500000,16000000.0,100500000.0,4.9,44345,7.0,96407655.0,comedy
Paranormal Activity: The Marked Ones,paranormal activity: the marked ones,Par.,2014,horror,32500000,58400000.0,90900000.0,5.0,37147,1.0,90904854.0,horror
Paranormal Activity: The Marked Ones,paranormal activity: the marked ones,Par.,2014,mystery,32500000,58400000.0,90900000.0,5.0,37147,1.0,90904854.0,horror
Paranormal Activity: The Marked Ones,paranormal activity: the marked ones,Par.,2014,thriller,32500000,58400000.0,90900000.0,5.0,37147,1.0,90904854.0,horror
The Hundred-Foot Journey,the hundred-foot journey,BV,2014,comedy,54200000,34600000.0,88800000.0,7.3,69562,8.0,94270488.0,comedy
The Hundred-Foot Journey,the hundred-foot journey,BV,2014,drama,54200000,34600000.0,88800000.0,7.3,69562,8.0,94270488.0,comedy
John Wick,john wick,LG/S,2014,action,43000000,45700000.0,88700000.0,7.4,449942,10.0,76235001.0,action
John Wick,john wick,LG/S,2014,crime,43000000,45700000.0,88700000.0,7.4,449942,10.0,76235001.0,action
John Wick,john wick,LG/S,2014,thriller,43000000,45700000.0,88700000.0,7.4,449942,10.0,76235001.0,action
Deliver Us From Evil,deliver us from evil,SGem,2014,horror,30600000,57400000.0,88000000.0,6.2,63793,7.0,87956618.0,horror
Deliver Us From Evil,deliver us from evil,SGem,2014,mystery,30600000,57400000.0,88000000.0,6.2,63793,7.0,87956618.0,horror
Deliver Us From Evil,deliver us from evil,SGem,2014,thriller,30600000,57400000.0,88000000.0,6.2,63793,7.0,87956618.0,horror
A Million Ways to Die in the West,a million ways to die in the west,Uni.,2014,comedy,43100000,44100000.0,87200000.0,6.1,160534,5.0,86778557.0,comedy
A Million Ways to Die in the West,a million ways to die in the west,Uni.,2014,western,43100000,44100000.0,87200000.0,6.1,160534,5.0,86778557.0,comedy
Snowpiercer,snowpiercer,RTWC,2014,action,4600000,82200000.0,86800000.0,7.1,239264,,,
Snowpiercer,snowpiercer,RTWC,2014,drama,4600000,82200000.0,86800000.0,7.1,239264,,,
Snowpiercer,snowpiercer,RTWC,2014,sci-fi,4600000,82200000.0,86800000.0,7.1,239264,,,
Step Up All In,step up all in,LG/S,2014,drama,14900000,71300000.0,86200000.0,6.0,30420,,,
Step Up All In,step up all in,LG/S,2014,music,14900000,71300000.0,86200000.0,6.0,30420,,,
Step Up All In,step up all in,LG/S,2014,romance,14900000,71300000.0,86200000.0,6.0,30420,,,
The Judge,the judge,WB,2014,crime,47100000,37300000.0,84400000.0,7.4,162952,10.0,76119388.0,crime
The Judge,the judge,WB,2014,drama,47100000,37300000.0,84400000.0,7.4,162952,10.0,76119388.0,crime
Muppets Most Wanted,muppets most wanted,BV,2014,adventure,51200000,29200000.0,80400000.0,6.4,29018,3.0,79312301.0,adventure
Muppets Most Wanted,muppets most wanted,BV,2014,comedy,51200000,29200000.0,80400000.0,6.4,29018,3.0,79312301.0,adventure
Muppets Most Wanted,muppets most wanted,BV,2014,crime,51200000,29200000.0,80400000.0,6.4,29018,3.0,79312301.0,adventure
If I Stay,if i stay,WB (NL),2014,drama,50500000,28400000.0,78900000.0,6.8,107625,8.0,78356170.0,drama
If I Stay,if i stay,WB (NL),2014,fantasy,50500000,28400000.0,78900000.0,6.8,107625,8.0,78356170.0,drama
If I Stay,if i stay,WB (NL),2014,music,50500000,28400000.0,78900000.0,6.8,107625,8.0,78356170.0,drama
"I, Frankenstein","i, frankenstein",LGF,2014,action,19100000,52100000.0,71200000.0,5.1,74910,1.0,74575290.0,action
"I, Frankenstein","i, frankenstein",LGF,2014,fantasy,19100000,52100000.0,71200000.0,5.1,74910,1.0,74575290.0,action
"I, Frankenstein","i, frankenstein",LGF,2014,horror,19100000,52100000.0,71200000.0,5.1,74910,1.0,74575290.0,action
The Attorney,the attorney,WGUSA,2014,drama,557000,70000000.0,70557000.0,7.7,4104,,,
Think Like a Man Too,think like a man too,SGem,2014,comedy,65200000,5000000.0,70200000.0,5.8,18533,6.0,70027933.0,comedy
Think Like a Man Too,think like a man too,SGem,2014,romance,65200000,5000000.0,70200000.0,5.8,18533,6.0,70027933.0,comedy
Brick Mansions,brick mansions,Rela.,2014,action,20400000,48500000.0,68900000.0,5.7,37528,4.0,73421224.0,action
Brick Mansions,brick mansions,Rela.,2014,crime,20400000,48500000.0,68900000.0,5.7,37528,4.0,73421224.0,action
Son of God,son of god,Fox,2014,documentary,59700000,8100000.0,67800000.0,6.8,13,,,
Jersey Boys,jersey boys,WB,2014,biography,47000000,20600000.0,67600000.0,6.8,30410,6.0,65282732.0,biography
Jersey Boys,jersey boys,WB,2014,drama,47000000,20600000.0,67600000.0,6.8,30410,6.0,65282732.0,biography
Jersey Boys,jersey boys,WB,2014,music,47000000,20600000.0,67600000.0,6.8,30410,6.0,65282732.0,biography
The Giver,the giver,Wein.,2014,drama,45100000,21900000.0,67000000.0,6.5,104999,8.0,66540205.0,drama
The Giver,the giver,Wein.,2014,romance,45100000,21900000.0,67000000.0,6.5,104999,8.0,66540205.0,drama
The Giver,the giver,Wein.,2014,sci-fi,45100000,21900000.0,67000000.0,6.5,104999,8.0,66540205.0,drama
Selma,selma,Par.,2014,biography,52100000,14700000.0,66800000.0,7.5,77633,,,
Selma,selma,Par.,2014,drama,52100000,14700000.0,66800000.0,7.5,77633,,,
Selma,selma,Par.,2014,history,52100000,14700000.0,66800000.0,7.5,77633,,,
God's Not Dead,god's not dead,Free,2014,drama,60800000,3900000.0,64700000.0,4.8,38051,,,
Begin Again,begin again,Wein.,2014,drama,16200000,47300000.0,63500000.0,7.0,57,,,
Begin Again,begin again,Wein.,2014,family,16200000,47300000.0,63500000.0,7.0,57,,,
The Legend of Hercules,the legend of hercules,LG/S,2014,action,18800000,42400000.0,61200000.0,4.2,50352,1.0,58953319.0,action
The Legend of Hercules,the legend of hercules,LG/S,2014,adventure,18800000,42400000.0,61200000.0,4.2,50352,1.0,58953319.0,action
The Legend of Hercules,the legend of hercules,LG/S,2014,fantasy,18800000,42400000.0,61200000.0,4.2,50352,1.0,58953319.0,action
Evangelion: 3.0 You Can (Not) Redo,evangelion: 3.0 you can (not) redo,Elev.,2014,action,175000,60300000.0,60475000.0,7.0,8215,,,
Evangelion: 3.0 You Can (Not) Redo,evangelion: 3.0 you can (not) redo,Elev.,2014,animation,175000,60300000.0,60475000.0,7.0,8215,,,
Evangelion: 3.0 You Can (Not) Redo,evangelion: 3.0 you can (not) redo,Elev.,2014,drama,175000,60300000.0,60475000.0,7.0,8215,,,
Dolphin Tale 2,dolphin tale 2,WB,2014,drama,42000000,15800000.0,57800000.0,6.4,7579,9.0,57824533.0,drama
Dolphin Tale 2,dolphin tale 2,WB,2014,family,42000000,15800000.0,57800000.0,6.4,7579,9.0,57824533.0,drama
St. Vincent,st. vincent,Wein.,2014,comedy,44100000,10700000.0,54800000.0,7.3,89372,10.0,54837234.0,comedy
St. Vincent,st. vincent,Wein.,2014,drama,44100000,10700000.0,54800000.0,7.3,89372,10.0,54837234.0,comedy
A Walk Among the Tombstones,a walk among the tombstones,Uni.,2014,action,26300000,26900000.0,53200000.0,6.5,105116,9.0,62108587.0,action
A Walk Among the Tombstones,a walk among the tombstones,Uni.,2014,crime,26300000,26900000.0,53200000.0,6.5,105116,9.0,62108587.0,action
A Walk Among the Tombstones,a walk among the tombstones,Uni.,2014,drama,26300000,26900000.0,53200000.0,6.5,105116,9.0,62108587.0,action
3 Days to Kill,3 days to kill,Rela.,2014,action,30700000,21900000.0,52600000.0,6.2,81681,2.0,38959900.0,action
3 Days to Kill,3 days to kill,Rela.,2014,drama,30700000,21900000.0,52600000.0,6.2,81681,2.0,38959900.0,action
3 Days to Kill,3 days to kill,Rela.,2014,thriller,30700000,21900000.0,52600000.0,6.2,81681,2.0,38959900.0,action
Magic in the Moonlight,magic in the moonlight,SPC,2014,comedy,10500000,40500000.0,51000000.0,6.6,59054,,,
Magic in the Moonlight,magic in the moonlight,SPC,2014,romance,10500000,40500000.0,51000000.0,6.6,59054,,,
Dragon Ball Z: Battle of Gods,dragon ball z: battle of gods,SV,2014,action,2600000,47800000.0,50400000.0,7.2,24180,,,
Dragon Ball Z: Battle of Gods,dragon ball z: battle of gods,SV,2014,adventure,2600000,47800000.0,50400000.0,7.2,24180,,,
Dragon Ball Z: Battle of Gods,dragon ball z: battle of gods,SV,2014,animation,2600000,47800000.0,50400000.0,7.2,24180,,,
Whiplash,whiplash,SPC,2014,drama,13100000,35900000.0,49000000.0,8.5,616916,10.0,38969037.0,drama
Whiplash,whiplash,SPC,2014,music,13100000,35900000.0,49000000.0,8.5,616916,10.0,38969037.0,drama
Chef,chef,ORF,2014,adventure,31400000,14500000.0,45900000.0,7.3,173270,,,
Chef,chef,ORF,2014,comedy,31400000,14500000.0,45900000.0,7.3,173270,,,
Chef,chef,ORF,2014,drama,31400000,14500000.0,45900000.0,7.3,173270,,,
Earth to Echo,earth to echo,Rela.,2014,adventure,38900000,6400000.0,45300000.0,5.8,17627,7.0,42174545.0,adventure
Earth to Echo,earth to echo,Rela.,2014,family,38900000,6400000.0,45300000.0,5.8,17627,7.0,42174545.0,adventure
Earth to Echo,earth to echo,Rela.,2014,sci-fi,38900000,6400000.0,45300000.0,5.8,17627,7.0,42174545.0,adventure
Boyhood,boyhood,IFC,2014,drama,25400000,19100000.0,44500000.0,7.9,315584,7.0,57273049.0,drama
Oculus,oculus,Rela.,2014,horror,27700000,16300000.0,44000000.0,6.5,106906,,,
Oculus,oculus,Rela.,2014,mystery,27700000,16300000.0,44000000.0,6.5,106906,,,
Bang Bang,bang bang,FIP,2014,drama,2500000,39500000.0,42000000.0,7.6,45,,,
This is Where I Leave You,this is where i leave you,WB,2014,comedy,34300000,7000000.0,41300000.0,6.6,65202,9.0,41296320.0,comedy
This is Where I Leave You,this is where i leave you,WB,2014,drama,34300000,7000000.0,41300000.0,6.6,65202,9.0,41296320.0,comedy
That Awkward Moment,that awkward moment,Focus,2014,comedy,26100000,14400000.0,40500000.0,6.2,92148,1.0,53068955.0,comedy
That Awkward Moment,that awkward moment,Focus,2014,romance,26100000,14400000.0,40500000.0,6.2,92148,1.0,53068955.0,comedy
The Gambler,the gambler,Par.,2014,drama,33700000,5600000.0,39300000.0,7.0,10,,,
Million Dollar Arm,million dollar arm,BV,2014,biography,36500000,2800000.0,39300000.0,7.0,41008,5.0,39217912.0,biography
Million Dollar Arm,million dollar arm,BV,2014,drama,36500000,2800000.0,39300000.0,7.0,41008,5.0,39217912.0,biography
Million Dollar Arm,million dollar arm,BV,2014,sport,36500000,2800000.0,39300000.0,7.0,41008,5.0,39217912.0,biography
Nightcrawler,nightcrawler,ORF,2014,crime,32400000,6300000.0,38700000.0,7.9,404476,10.0,50334418.0,crime
Nightcrawler,nightcrawler,ORF,2014,drama,32400000,6300000.0,38700000.0,7.9,404476,10.0,50334418.0,crime
Nightcrawler,nightcrawler,ORF,2014,thriller,32400000,6300000.0,38700000.0,7.9,404476,10.0,50334418.0,crime
Devil's Due,devil's due,Fox,2014,horror,15800000,21100000.0,36900000.0,4.1,15502,1.0,36146087.0,horror
Devil's Due,devil's due,Fox,2014,mystery,15800000,21100000.0,36900000.0,4.1,15502,1.0,36146087.0,horror
Devil's Due,devil's due,Fox,2014,thriller,15800000,21100000.0,36900000.0,4.1,15502,1.0,36146087.0,horror
A Most Wanted Man,a most wanted man,RAtt.,2014,crime,17200000,19000000.0,36200000.0,6.8,67914,7.0,36068890.0,crime
A Most Wanted Man,a most wanted man,RAtt.,2014,drama,17200000,19000000.0,36200000.0,6.8,67914,7.0,36068890.0,crime
A Most Wanted Man,a most wanted man,RAtt.,2014,thriller,17200000,19000000.0,36200000.0,6.8,67914,7.0,36068890.0,crime
The Best of Me,the best of me,Rela.,2014,drama,26800000,9200000.0,36000000.0,6.7,59750,10.0,41059418.0,drama
The Best of Me,the best of me,Rela.,2014,romance,26800000,9200000.0,36000000.0,6.7,59750,10.0,41059418.0,drama
Get On Up,get on up,Uni.,2014,biography,30700000,2700000.0,33400000.0,6.9,19024,8.0,33339868.0,biography
Get On Up,get on up,Uni.,2014,drama,30700000,2700000.0,33400000.0,6.9,19024,8.0,33339868.0,biography
Get On Up,get on up,Uni.,2014,music,30700000,2700000.0,33400000.0,6.9,19024,8.0,33339868.0,biography
The November Man,the november man,Rela.,2014,action,25000000,7500000.0,32500000.0,6.3,59293,8.0,34820335.0,action
The November Man,the november man,Rela.,2014,crime,25000000,7500000.0,32500000.0,6.3,59293,8.0,34820335.0,action
The November Man,the november man,Rela.,2014,thriller,25000000,7500000.0,32500000.0,6.3,59293,8.0,34820335.0,action
Winter's Tale,winter's tale,WB,2014,drama,12600000,18500000.0,31100000.0,6.2,49077,,,
Winter's Tale,winter's tale,WB,2014,fantasy,12600000,18500000.0,31100000.0,6.2,49077,,,
Winter's Tale,winter's tale,WB,2014,mystery,12600000,18500000.0,31100000.0,6.2,49077,,,
When the Game Stands Tall,when the game stands tall,TriS,2014,drama,30100000,0.0,30100000.0,6.7,14498,8.0,30138912.0,drama
When the Game Stands Tall,when the game stands tall,TriS,2014,family,30100000,0.0,30100000.0,6.7,14498,8.0,30138912.0,drama
When the Game Stands Tall,when the game stands tall,TriS,2014,sport,30100000,0.0,30100000.0,6.7,14498,8.0,30138912.0,drama
Draft Day,draft day,LG/S,2014,drama,28800000,620000.0,29420000.0,6.8,48812,4.0,29847480.0,drama
Draft Day,draft day,LG/S,2014,sport,28800000,620000.0,29420000.0,6.8,48812,4.0,29847480.0,drama
Big Eyes,big eyes,Wein.,2014,biography,14500000,14800000.0,29300000.0,7.0,77447,12.0,27317872.0,biography
Big Eyes,big eyes,Wein.,2014,crime,14500000,14800000.0,29300000.0,7.0,77447,12.0,27317872.0,biography
Big Eyes,big eyes,Wein.,2014,drama,14500000,14800000.0,29300000.0,7.0,77447,12.0,27317872.0,biography
The Divine Move,the divine move,CJ,2014,action,137000,27800000.0,27937000.0,6.7,1701,,,
The Divine Move,the divine move,CJ,2014,crime,137000,27800000.0,27937000.0,6.7,1701,,,
Top Five,top five,Par.,2014,comedy,25300000,800000.0,26100000.0,6.4,24744,12.0,26001741.0,comedy
Top Five,top five,Par.,2014,romance,25300000,800000.0,26100000.0,6.4,24744,12.0,26001741.0,comedy
And So It Goes,and so it goes,CE,2014,comedy,15200000,10200000.0,25400000.0,5.8,11597,7.0,17920013.0,comedy
And So It Goes,and so it goes,CE,2014,drama,15200000,10200000.0,25400000.0,5.8,11597,7.0,17920013.0,comedy
And So It Goes,and so it goes,CE,2014,romance,15200000,10200000.0,25400000.0,5.8,11597,7.0,17920013.0,comedy
On the Other Side of the Tracks,on the other side of the tracks,Wein.,2014,action,9600,25100000.0,25109600.0,5.8,4370,,,
On the Other Side of the Tracks,on the other side of the tracks,Wein.,2014,comedy,9600,25100000.0,25109600.0,5.8,4370,,,
On the Other Side of the Tracks,on the other side of the tracks,Wein.,2014,crime,9600,25100000.0,25109600.0,5.8,4370,,,
The Players,the players,Wein.,2014,comedy,10900,24600000.0,24610900.0,5.3,7385,,,
The Tale of The Princess Kaguya,the tale of the princess kaguya,GK,2014,adventure,703000,23500000.0,24203000.0,8.0,29108,,,
The Tale of The Princess Kaguya,the tale of the princess kaguya,GK,2014,animation,703000,23500000.0,24203000.0,8.0,29108,,,
The Tale of The Princess Kaguya,the tale of the princess kaguya,GK,2014,drama,703000,23500000.0,24203000.0,8.0,29108,,,
