movie,production_budget,domestic_gross,foreign_gross,worldwide_gross,roi,profit,release_year,studio,averagerating,numvotes,studio_type,budget_range,financial_tier
Any Given Sunday,60000000,75530832,24700000,100230832,67.05138666666667,40230832,1999,,,,Unknown,$50-100M,High ($50-150M)
How to be Single,37000000,46843513,53160267,100003780,170.2804864864865,63003780,2016,WB (NL),6.1,74329.0,Major,$25-50M,Medium ($15-50M)
Insidious,1500000,54009150,45861736,99870886,6558.059066666668,98370886,2011,FD,6.9,254197.0,Indie,<$5M,Low (<$15M)
Hellboy,60000000,59623958,40200000,99823958,66.37326333333333,39823958,2004,,5.4,19534.0,Unknown,$50-100M,High ($50-150M)
Mad Max,200000,8750000,91000000,99750000,49775.0,99550000,1980,,,,Unknown,<$5M,Low (<$15M)
Alpha,51000000,35851379,63773494,99624873,95.34288823529413,48624873,2018,Studio 8,5.5,102.0,Indie,$50-100M,High ($50-150M)
Street Fighter,35000000,33423000,66000000,99423000,184.06571428571425,64423000,1994,,,,Unknown,$25-50M,Medium ($15-50M)
Nacho Libre,32000000,80197993,19098469,99296462,210.30144375,67296462,2006,,,,Unknown,$25-50M,Medium ($15-50M)
Hitman,24000000,39687694,59447877,99135571,313.0648791666667,75135571,2007,,5.8,85.0,Unknown,$10-25M,Medium ($15-50M)
Where the Wild Things Are,100000000,77233467,21890189,99123656,-0.8763440000000001,-876344,2009,,,,Unknown,$50-100M,High ($50-150M)
Justin Bieber: Never Say Never,13000000,73013910,26020215,99034125,661.8009615384615,86034125,2011,Par.,1.6,74978.0,Indie,$10-25M,Low (<$15M)
The Wild,80000000,37384046,61626621,99010667,23.76333375,19010667,2006,,,,Unknown,$50-100M,High ($50-150M)
The Time Machine,80000000,56684819,42298771,98983590,23.7294875,18983590,2002,,,,Unknown,$50-100M,High ($50-150M)
Philomena,12000000,37709979,61253413,98963392,724.6949333333333,86963392,2013,Wein.,7.6,88704.0,Indie,$10-25M,Low (<$15M)
Black Mass,53000000,62575678,36262194,98837872,86.48655094339622,45837872,2015,WB,6.9,155847.0,Major,$50-100M,High ($50-150M)
Paycheck,60000000,53789313,45030476,98819789,64.69964833333334,38819789,2003,,,,Unknown,$50-100M,High ($50-150M)
Heaven Can Wait,15000000,98800000,0,98800000,558.6666666666667,83800000,1978,,,,Unknown,$10-25M,Low (<$15M)
Les Visiteurs,7000000,659000,98095000,98754000,1310.7714285714285,91754000,1996,,,,Unknown,$5-10M,Low (<$15M)
Bowfinger,55000000,66458769,32241000,98699769,79.45412545454545,43699769,1999,,,,Unknown,$50-100M,High ($50-150M)
The Visit,5000000,65206105,33471711,98677816,1873.55632,93677816,2015,Uni.,8.3,7.0,Indie,<$5M,Low (<$15M)
Contraband,25000000,66528000,31878855,98406855,293.6274200000001,73406855,2012,Uni.,6.5,111709.0,Indie,$10-25M,Medium ($15-50M)
Atomic Blonde,30000000,51573925,46771498,98345423,227.81807666666663,68345423,2017,Focus,6.7,150407.0,Indie,$25-50M,Medium ($15-50M)
Evolution,80000000,38311134,60030798,98341932,22.927415,18341932,2001,IFC,6.0,5266.0,Indie,$50-100M,High ($50-150M)
Predator,18000000,59735548,38532010,98267558,445.9308777777777,80267558,1987,,,,Unknown,$10-25M,Medium ($15-50M)
Rush,38000000,26947624,71283215,98230839,158.50220789473684,60230839,2013,,8.1,393437.0,Unknown,$25-50M,Medium ($15-50M)
Jin lÃ­ng shÃ­ san chai,100000000,311434,97915583,98227017,-1.7729829999999998,-1772983,2012,,,,Unknown,$50-100M,High ($50-150M)
Are We There Yet?,20000000,82674398,15440073,98114471,390.572355,78114471,2005,,,,Unknown,$10-25M,Medium ($15-50M)
Billy Jack,800000,98000000,0,98000000,12150.0,97200000,1971,,,,Unknown,<$5M,Low (<$15M)
Phone Booth,11000000,46566212,51270926,97837138,789.4285272727273,86837138,2003,,,,Unknown,$10-25M,Low (<$15M)
Nanny McPhee and the Big Bang,35000000,29197642,68602223,97799865,179.42818571428575,62799865,2010,,,,Unknown,$25-50M,Medium ($15-50M)
Evil Dead,17000000,54239856,43538500,97778356,475.1668,80778356,2013,,6.5,146399.0,Unknown,$10-25M,Medium ($15-50M)
The Thin Red Line,52000000,36400491,61308543,97709034,87.90198846153847,45709034,1998,,,,Unknown,$50-100M,High ($50-150M)
13 Going On 30,37000000,57139723,40518989,97658712,163.9424648648649,60658712,2004,,,,Unknown,$25-50M,Medium ($15-50M)
The Book of Life,50000000,50151543,47500000,97651543,95.303086,47651543,2014,,7.3,59486.0,Unknown,$25-50M,Medium ($15-50M)
A Simple Favor,20000000,53548586,44080131,97628717,388.14358500000003,77628717,2018,LGF,6.9,83338.0,Indie,$10-25M,Medium ($15-50M)
The Man with the Golden Gun,7000000,21000000,76600000,97600000,1294.2857142857142,90600000,1974,,,,Unknown,$5-10M,Low (<$15M)
Kick-Ass,28000000,48071303,49459831,97531134,248.32547857142856,69531134,2010,LGF,7.6,497363.0,Indie,$25-50M,Medium ($15-50M)
Green Zone,100000000,35497337,62025683,97523020,-2.4769799999999997,-2476980,2010,Uni.,6.8,122132.0,Indie,$50-100M,High ($50-150M)
42,31000000,95020213,2450488,97470701,214.42161612903226,66470701,2013,,7.5,77703.0,Unknown,$25-50M,Medium ($15-50M)
Once Upon a Time in Mexico,29000000,56330657,41082870,97413527,235.90871379310346,68413527,2003,,,,Unknown,$25-50M,Medium ($15-50M)
Inspector Gadget,75000000,97387965,0,97387965,29.850620000000003,22387965,1999,,,,Unknown,$50-100M,High ($50-150M)
The Rite,37000000,33047633,64096354,97143987,162.55131621621618,60143987,2011,WB (NL),6.0,85604.0,Major,$25-50M,Medium ($15-50M)
The Hours,25000000,41675994,55354474,97030468,288.121872,72030468,2002,,,,Unknown,$10-25M,Medium ($15-50M)
Enemy at the Gates,85000000,51396781,45574512,96971293,14.083874117647056,11971293,2001,,,,Unknown,$50-100M,High ($50-150M)
Jarhead,72000000,62647540,34300000,96947540,34.64936111111111,24947540,2005,,,,Unknown,$50-100M,High ($50-150M)
Star Trek VI: The Undiscovered Country,27000000,74888996,22011004,96900000,258.8888888888889,69900000,1991,,,,Unknown,$25-50M,Medium ($15-50M)
Ballerina,30000000,21858070,75034759,96892829,222.97609666666665,66892829,2017,,7.5,13.0,Unknown,$25-50M,Medium ($15-50M)
My Sister's Keeper,27500000,49200230,47472772,96673002,251.53818909090907,69173002,2009,,,,Unknown,$25-50M,Medium ($15-50M)
Red Eye,26000000,57891803,38774683,96666486,271.7941769230769,70666486,2005,,3.3,275.0,Unknown,$25-50M,Medium ($15-50M)
The Lucky One,25000000,60457138,36176695,96633833,286.535332,71633833,2012,WB,6.5,94359.0,Major,$10-25M,Medium ($15-50M)
Christmas with the Kranks,50000000,73701902,22767285,96469187,92.938374,46469187,2004,,,,Unknown,$25-50M,Medium ($15-50M)
Tammy,20000000,84525432,11882223,96407655,382.038275,76407655,2014,WB (NL),4.9,44345.0,Major,$10-25M,Medium ($15-50M)
8MM,40000000,36443442,59955384,96398826,140.997065,56398826,1999,,,,Unknown,$25-50M,Medium ($15-50M)
The Stepford Wives,100000000,59475623,36746348,96221971,-3.778029,-3778029,2004,,,,Unknown,$50-100M,High ($50-150M)
The Manchurian Candidate,80000000,65948711,30200000,96148711,20.18588875,16148711,2004,,,,Unknown,$50-100M,High ($50-150M)
The Tigger Movie,20000000,45542421,50605267,96147688,380.73843999999997,76147688,2000,,,,Unknown,$10-25M,Medium ($15-50M)
TMNT,35000000,54149098,41946920,96096018,174.56005142857143,61096018,2007,,,,Unknown,$25-50M,Medium ($15-50M)
Dolphin Tale,37000000,72286779,23781945,96068724,159.6452,59068724,2011,WB,6.9,20746.0,Major,$25-50M,Medium ($15-50M)
The 6th Day,82000000,34543701,61481197,96024898,17.103534146341463,14024898,2000,,,,Unknown,$50-100M,High ($50-150M)
Scream 4,40000000,38180928,57808662,95989590,139.973975,55989590,2011,W/Dim.,6.2,118779.0,Indie,$25-50M,Medium ($15-50M)
Harlem Nights,30000000,60857262,35000000,95857262,219.5242066666667,65857262,1989,,,,Unknown,$25-50M,Medium ($15-50M)
Star Trek II: The Wrath of Khan,12000000,78912963,16887037,95800000,698.3333333333335,83800000,1982,,,,Unknown,$10-25M,Low (<$15M)
Underworld,22000000,51970690,43737767,95708457,335.03844090909087,73708457,2003,,,,Unknown,$10-25M,Medium ($15-50M)
The Butterfly Effect,13000000,57924679,37713913,95638592,635.6814769230767,82638592,2004,,6.9,104.0,Unknown,$10-25M,Low (<$15M)
Killers,75000000,47059963,48512786,95572749,27.430332,20572749,2010,LGF,5.4,82237.0,Indie,$50-100M,High ($50-150M)
Shooter,60000000,47003582,48534978,95538560,59.23093333333333,35538560,2007,,,,Unknown,$50-100M,High ($50-150M)
Peter Pan,100000000,48417850,46837635,95255485,-4.744515,-4744515,2003,,,,Unknown,$50-100M,High ($50-150M)
Truth or Dare,3500000,41411015,53716329,95127344,2617.9241142857145,91627344,2018,Uni.,6.0,14.0,Indie,<$5M,Low (<$15M)
Old Dogs,35000000,49492060,45612244,95104304,171.72658285714286,60104304,2009,,,,Unknown,$25-50M,Medium ($15-50M)
40 Days and 40 Nights,17000000,37939782,57152885,95092667,459.3686294117647,78092667,2002,,,,Unknown,$10-25M,Medium ($15-50M)
The Guardian,70000000,55011732,39961808,94973540,35.67648571428572,24973540,2006,,6.7,19.0,Unknown,$50-100M,High ($50-150M)
Be Cool,75000000,55849401,39094616,94944017,26.592022666666665,19944017,2005,,,,Unknown,$50-100M,High ($50-150M)
The Lovely Bones,95000000,44114232,50780216,94894448,-0.11110736842105264,-105552,2009,,,,Unknown,$50-100M,High ($50-150M)
1941,32000000,34175000,60700000,94875000,196.484375,62875000,1979,,,,Unknown,$25-50M,Medium ($15-50M)
Riddick,38000000,42025135,52738623,94763758,149.37831052631574,56763758,2013,Uni.,6.4,144821.0,Indie,$25-50M,Medium ($15-50M)
The Wedding Planner,28000000,60400856,34327673,94728529,238.316175,66728529,2001,,,,Unknown,$25-50M,Medium ($15-50M)
Silent Hill,50000000,46982632,47721595,94704227,89.408454,44704227,2006,,,,Unknown,$25-50M,Medium ($15-50M)
Role Models,28000000,67300955,27199871,94500826,237.50295,66500826,2008,,4.9,401.0,Unknown,$25-50M,Medium ($15-50M)
The Hundred-Foot Journey,22000000,54235441,40035047,94270488,328.5022181818182,72270488,2014,BV,7.3,69562.0,Indie,$10-25M,Medium ($15-50M)
The River Wild,45000000,46815000,47400000,94215000,109.36666666666666,49215000,1994,,,,Unknown,$25-50M,Medium ($15-50M)
Southpaw,30000000,52421953,41734503,94156456,213.8548533333333,64156456,2015,Wein.,7.4,199783.0,Indie,$25-50M,Medium ($15-50M)
The Favourite,15000000,34366783,59747146,94113929,527.4261933333332,79113929,2018,FoxS,7.6,116011.0,Major,$10-25M,Low (<$15M)
Safe Haven,28000000,71399120,22651831,94050951,235.89625357142862,66050951,2013,Rela.,6.7,97055.0,Indie,$25-50M,Medium ($15-50M)
Blockers,21000000,60311495,33733833,94045328,347.83489523809516,73045328,2018,Uni.,6.2,57142.0,Indie,$10-25M,Medium ($15-50M)
The Internship,58000000,44672764,49000000,93672764,61.50476551724138,35672764,2013,Fox,6.3,179817.0,Major,$50-100M,High ($50-150M)
Der Untergang,13500000,5501940,88129804,93631744,593.5684740740741,80131744,2005,,,,Unknown,$10-25M,Low (<$15M)
The Color Purple,15000000,93589701,0,93589701,523.9313400000002,78589701,1985,,6.6,1299.0,Unknown,$10-25M,Low (<$15M)
Money Monster,27000000,41012075,52454020,93466095,246.17072222222217,66466095,2016,TriS,6.5,86607.0,Indie,$25-50M,Medium ($15-50M)
Speed Racer,120000000,43945766,49448696,93394462,-22.17128166666667,-26605538,2008,,,,Unknown,>$100M,High ($50-150M)
Goosebumps 2: Haunted Halloween,35000000,46697321,46594157,93291478,166.54708,58291478,2018,Sony,5.6,11459.0,Major,$25-50M,Medium ($15-50M)
Calendar Girls,10000000,31011616,62063000,93074616,830.7461599999999,83074616,2003,,4.2,724.0,Unknown,$5-10M,Low (<$15M)
BlacKkKlansman,15000000,49275340,43741995,93017335,520.1155666666667,78017335,2018,Focus,7.5,149005.0,Indie,$10-25M,Low (<$15M)
Michael Clayton,21500000,49033882,43953769,92987651,332.50070232558136,71487651,2007,,,,Unknown,$10-25M,Medium ($15-50M)
When Harry Met Sallyâ¦,16000000,92823546,138414,92961960,481.01225000000005,76961960,1989,,,,Unknown,$10-25M,Medium ($15-50M)
Deuce Bigalow: Male Gigolo,18000000,65535067,27400000,92935067,416.3059277777778,74935067,1999,,,,Unknown,$10-25M,Medium ($15-50M)
House of Flying Daggers,12000000,11050094,81813851,92863945,673.8662083333334,80863945,2004,,,,Unknown,$10-25M,Low (<$15M)
Syriana,50000000,50824620,41866339,92690959,85.381918,42690959,2005,,,,Unknown,$25-50M,Medium ($15-50M)
The Last Song,20000000,62950384,29728564,92678948,363.39474,72678948,2010,BV,6.0,74914.0,Indie,$10-25M,Medium ($15-50M)
Friday the 13th,17000000,65002019,27668218,92670237,445.11904117647066,75670237,2009,,,,Unknown,$10-25M,Medium ($15-50M)
Gwoemul,12000000,2201923,90416194,92618117,671.8176416666668,80618117,2007,,,,Unknown,$10-25M,Low (<$15M)
I Am Sam,22000000,40270895,52271523,92542418,320.64735454545456,70542418,2001,,,,Unknown,$10-25M,Medium ($15-50M)
Four Brothers,30000000,74494381,18000000,92494381,208.3146033333333,62494381,2005,,,,Unknown,$25-50M,Medium ($15-50M)
The Family Stone,18000000,60062868,32294631,92357499,413.0972166666667,74357499,2005,,,,Unknown,$10-25M,Medium ($15-50M)
"I Love You, Man",40000000,72013010,20289492,92302502,130.756255,52302502,2009,,,,Unknown,$25-50M,Medium ($15-50M)
The Skeleton Key,40000000,47907715,44349203,92256918,130.642295,52256918,2005,,,,Unknown,$25-50M,Medium ($15-50M)
Secret Window,40000000,47958031,44153520,92111551,130.2788775,52111551,2004,,,,Unknown,$25-50M,Medium ($15-50M)
My Big Fat Greek Wedding 2,18000000,59689605,32406953,92096558,411.64754444444435,74096558,2016,Uni.,6.0,25933.0,Indie,$10-25M,Medium ($15-50M)
White Noise,10000000,56094360,36000000,92094360,820.9436000000002,82094360,2005,,,,Unknown,$5-10M,Low (<$15M)
Spotlight,20000000,45055776,47032684,92088460,360.4423,72088460,2015,ORF,8.1,365110.0,Indie,$10-25M,Medium ($15-50M)
No Reservations,28000000,43107979,48835977,91943956,228.37127142857145,63943956,2007,,,,Unknown,$25-50M,Medium ($15-50M)
Treasure Planet,100000000,38120554,53679446,91800000,-8.200000000000001,-8200000,2002,,,,Unknown,$50-100M,High ($50-150M)
Red Riding Hood,42000000,37662162,54016280,91678442,118.28200476190477,49678442,2011,WB,5.5,102369.0,Major,$25-50M,Medium ($15-50M)
Ben-Hur,95000000,26410477,65259171,91669648,-3.5056336842105265,-3330352,2016,,5.7,37975.0,Unknown,$50-100M,High ($50-150M)
I Feel Pretty,32000000,48795601,42758196,91553797,186.105615625,59553797,2018,STX,5.4,39936.0,Indie,$25-50M,Medium ($15-50M)
Get Him to the Greek,40000000,61153526,30302349,91455875,128.6396875,51455875,2010,Uni.,6.4,161653.0,Indie,$25-50M,Medium ($15-50M)
Drag Me To Hell,30000000,42100625,49287862,91388487,204.62829,61388487,2009,,,,Unknown,$25-50M,Medium ($15-50M)
Office Christmas Party,45000000,54767494,36555805,91323299,102.94066444444445,46323299,2016,Par.,5.8,59253.0,Indie,$25-50M,Medium ($15-50M)
The Purge,3000000,64473115,26793466,91266581,2942.2193666666667,88266581,2013,Uni.,5.7,183549.0,Indie,<$5M,Low (<$15M)
Season of the Witch,40000000,24827228,66299372,91126600,127.8165,51126600,2011,Rela.,5.4,85777.0,Indie,$25-50M,Medium ($15-50M)
Book Club,10000000,68566296,22547387,91113683,811.13683,81113683,2018,Par.,6.6,9.0,Indie,$5-10M,Low (<$15M)
Romeo Must Die,25000000,55973336,35063424,91036760,264.14704,66036760,2000,,,,Unknown,$10-25M,Medium ($15-50M)
Paranormal Activity: The Marked Ones,5000000,32462372,58442482,90904854,1718.09708,85904854,2014,Par.,5.0,37147.0,Indie,<$5M,Low (<$15M)
Kangaroo Jack,60000000,66723216,24000000,90723216,51.20536,30723216,2003,,,,Unknown,$50-100M,High ($50-150M)
Autumn in New York,40000000,37752931,52964753,90717684,126.79421,50717684,2000,,,,Unknown,$25-50M,Medium ($15-50M)
Burlesque,55000000,39440655,51112020,90552675,64.64122727272728,35552675,2010,SGem,6.4,71021.0,Indie,$50-100M,High ($50-150M)
Galaxy Quest,45000000,71423726,19100000,90523726,101.16383555555555,45523726,1999,,,,Unknown,$25-50M,Medium ($15-50M)
Madea Goes To Jail,17500000,90508336,0,90508336,417.1904914285714,73008336,2009,,,,Unknown,$10-25M,Medium ($15-50M)
The Tale of Despereaux,60000000,50877145,39605172,90482317,50.80386166666667,30482317,2008,,,,Unknown,$50-100M,High ($50-150M)
Bring it On,10000000,68353550,22100000,90453550,804.5355000000002,80453550,2000,,,,Unknown,$5-10M,Low (<$15M)
Final Destination 2,26000000,46896664,43500000,90396664,247.67947692307686,64396664,2003,,,,Unknown,$25-50M,Medium ($15-50M)
The Second Best Exotic Marigold Hotel,10000000,33078266,57306040,90384306,803.8430599999999,80384306,2015,FoxS,6.6,28931.0,Major,$5-10M,Low (<$15M)
Bedazzled,48000000,37879996,52496228,90376224,88.2838,42376224,2000,,,,Unknown,$25-50M,Medium ($15-50M)
This is 40,35000000,67544505,22676677,90221182,157.7748057142857,55221182,2012,Uni.,6.2,118862.0,Indie,$25-50M,Medium ($15-50M)
Racing Stripes,30000000,49772522,40183018,89955540,199.8518,59955540,2005,,,,Unknown,$25-50M,Medium ($15-50M)
Marmaduke,50000000,33644788,56251142,89895930,79.79186,39895930,2010,Fox,4.2,13283.0,Major,$25-50M,Medium ($15-50M)
Sucker Punch,75000000,36392502,53365887,89758389,19.677851999999998,14758389,2011,WB,6.1,218371.0,Major,$50-100M,High ($50-150M)
In the Heart of the Sea,100000000,25020758,64672551,89693309,-10.306691,-10306691,2015,WB,6.9,108628.0,Major,$50-100M,High ($50-150M)
Anchorman: The Legend of Ron Burgundy,25000000,84136909,5339356,89476265,257.90506,64476265,2004,,,,Unknown,$10-25M,Medium ($15-50M)
Stigmata,32000000,50041732,39400000,89441732,179.5054125,57441732,1999,,,,Unknown,$25-50M,Medium ($15-50M)
About Time,12000000,15323921,73985257,89309178,644.24315,77309178,2013,Uni.,7.8,263136.0,Indie,$10-25M,Low (<$15M)
Underworld 3: Rise of the Lycans,35000000,45802315,43300000,89102315,154.57804285714286,54102315,2009,,,,Unknown,$25-50M,Medium ($15-50M)
The Transporter 2,32000000,43095856,45882602,88978458,178.05768125,56978458,2005,,,,Unknown,$25-50M,Medium ($15-50M)
Rumor Has It,70000000,42996140,45937422,88933562,27.047945714285717,18933562,2005,,,,Unknown,$50-100M,High ($50-150M)
State of Play,60000000,37017955,51814255,88832210,48.05368333333334,28832210,2009,,6.5,156.0,Unknown,$50-100M,High ($50-150M)
La MÃ´me,15500000,10299782,78312055,88611837,471.689270967742,73111837,2007,,,,Unknown,$10-25M,Medium ($15-50M)
What to Expect When You're Expecting,37500000,41152203,47320813,88473016,135.92804266666667,50973016,2012,LGF,5.7,65890.0,Indie,$25-50M,Medium ($15-50M)
Shanghai Knights,50000000,60470220,27846615,88316835,76.63367,38316835,2003,,,,Unknown,$25-50M,Medium ($15-50M)
Snowpiercer,40000000,4563029,83506851,88069880,120.1747,48069880,2014,RTWC,7.1,239264.0,Indie,$25-50M,Medium ($15-50M)
Match Point,15000000,23089926,64883909,87973835,486.4922333333333,72973835,2005,,,,Unknown,$10-25M,Low (<$15M)
Deliver Us from Evil,30000000,30577122,57379496,87956618,193.18872666666667,57956618,2014,SGem,6.2,63793.0,Indie,$25-50M,Medium ($15-50M)
Spawn,40000000,54979992,32969867,87949859,119.8746475,47949859,1997,,,,Unknown,$25-50M,Medium ($15-50M)
Max Payne,35000000,40689393,47085657,87775050,150.78585714285714,52775050,2008,,,,Unknown,$25-50M,Medium ($15-50M)
Sinister,3000000,48086903,39640904,87727807,2824.260233333333,84727807,2012,LG/S,6.8,198345.0,Indie,<$5M,Low (<$15M)
Ali,109000000,58183966,29500000,87683966,-19.555994495412843,-21316034,2001,,6.4,136.0,Unknown,>$100M,High ($50-150M)
Sherlock Gnomes,59000000,43242871,44284780,87527651,48.351950847457616,28527651,2018,Par.,5.1,8030.0,Indie,$50-100M,High ($50-150M)
R.V.,55000000,71724497,15748527,87473024,59.04186181818182,32473024,2006,,,,Unknown,$50-100M,High ($50-150M)
Bicentennial Man,90000000,58220776,29200000,87420776,-2.8658044444444437,-2579224,1999,,,,Unknown,$50-100M,High ($50-150M)
Volver,9400000,12899867,74326746,87226613,827.9426914893618,77826613,2006,,,,Unknown,$5-10M,Low (<$15M)
Hall Pass,68000000,45060734,42112741,87173475,28.196286764705878,19173475,2011,WB (NL),5.9,113775.0,Major,$50-100M,High ($50-150M)
The Lincoln Lawyer,40000000,58009200,29135886,87145086,117.862715,47145086,2011,LGF,7.3,196109.0,Indie,$25-50M,Medium ($15-50M)
The Shaggy Dog,60000000,61123569,26000000,87123569,45.20594833333333,27123569,2006,,,,Unknown,$50-100M,High ($50-150M)
Sabrina,58000000,53458319,33641681,87100000,50.17241379310346,29100000,1995,,4.3,971.0,Unknown,$50-100M,High ($50-150M)
El Laberinto del Fauno,16000000,37634615,49406954,87041569,444.00980625,71041569,2006,,,,Unknown,$10-25M,Medium ($15-50M)
Star Trek III: The Search for Spock,18000000,76471046,10528954,87000000,383.33333333333337,69000000,1984,,,,Unknown,$10-25M,Medium ($15-50M)
The Naked Gun 2Â½: The Smell of Fear,23000000,86930411,0,86930411,277.9583086956522,63930411,1991,,,,Unknown,$10-25M,Medium ($15-50M)
Epic Movie,20000000,39739367,47119211,86858578,334.29289,66858578,2007,,,,Unknown,$10-25M,Medium ($15-50M)
Dinner for Schmucks,69000000,73026337,13770165,86796502,25.79203188405797,17796502,2010,P/DW,5.9,91546.0,Indie,$50-100M,High ($50-150M)
Oceans,80000000,19422319,67365211,86787530,8.484412500000001,6787530,2010,BV,,,Indie,$50-100M,High ($50-150M)
A Million Ways to Die in The West,40000000,42720965,44057592,86778557,116.9463925,46778557,2014,Uni.,6.1,160534.0,Indie,$25-50M,Medium ($15-50M)
Old School,24000000,75155000,11610463,86765463,261.5227625,62765463,2003,,,,Unknown,$10-25M,Medium ($15-50M)
Abduction,35000000,28087155,58561204,86648359,147.56673999999998,51648359,2011,LGF,5.1,72552.0,Indie,$25-50M,Medium ($15-50M)
Rat Race,48000000,56607223,30000000,86607223,80.43171458333333,38607223,2001,,,,Unknown,$25-50M,Medium ($15-50M)
The Kingdom,72500000,47467250,39042352,86509602,19.32358896551724,14009602,2007,,,,Unknown,$50-100M,High ($50-150M)
The Constant Gardener,25500000,33579798,52721801,86301599,238.4376431372549,60801599,2005,,,,Unknown,$25-50M,Medium ($15-50M)
Young Frankenstein,2800000,86300000,0,86300000,2982.142857142857,83500000,1974,,,,Unknown,<$5M,Low (<$15M)
War Dogs,50000000,43034523,43199980,86234503,72.46900600000002,36234503,2016,WB,7.1,154029.0,Major,$25-50M,Medium ($15-50M)
The Inbetweeners,5700000,35955,86015365,86051320,1409.6722807017545,80351320,2012,,,,Unknown,$5-10M,Low (<$15M)
The Cell,35000000,61280963,24630263,85911226,145.4606457142857,50911226,2000,,,,Unknown,$25-50M,Medium ($15-50M)
Tears of the Sun,75000000,43632458,42000000,85632458,14.176610666666667,10632458,2003,,,,Unknown,$50-100M,High ($50-150M)
I Can Only Imagine,7000000,83482352,2121869,85604221,1122.917442857143,78604221,2018,,7.4,11439.0,Unknown,$5-10M,Low (<$15M)
The Whole Nine Yards,24000000,57262492,28265375,85527867,256.3661125,61527867,2000,,,,Unknown,$10-25M,Medium ($15-50M)
Paper Towns,12000000,32000304,53450180,85450484,612.0873666666666,73450484,2015,Fox,6.3,87742.0,Major,$10-25M,Low (<$15M)
The Ten Commandments,13500000,85400591,33925,85434516,532.8482666666667,71934516,1956,,,,Unknown,$10-25M,Low (<$15M)
Overboard,12000000,50316123,35053707,85369830,611.41525,73369830,2018,,5.9,25607.0,Unknown,$10-25M,Low (<$15M)
Collateral Beauty,36000000,31016021,54293072,85309093,136.96970277777777,49309093,2016,WB (NL),6.8,78764.0,Major,$25-50M,Medium ($15-50M)
Stripes,10000000,85300000,0,85300000,753.0,75300000,1981,,,,Unknown,$5-10M,Low (<$15M)
Mortal Engines,100000000,15951040,69336377,85287417,-14.712583000000002,-14712583,2018,Uni.,6.1,70193.0,Indie,$50-100M,High ($50-150M)
Jackass: Number Two,11000000,72778712,12500000,85278712,675.2610181818181,74278712,2006,,,,Unknown,$10-25M,Low (<$15M)
Date Movie,20000000,48548426,36597739,85146165,325.730825,65146165,2006,,,,Unknown,$10-25M,Medium ($15-50M)
Final Fantasy: The Spirits Within,137000000,32131830,53000000,85131830,-37.85997810218978,-51868170,2001,,,,Unknown,>$100M,High ($50-150M)
Das Boot,12000000,11487676,73482661,84970337,608.0861416666667,72970337,1982,,,,Unknown,$10-25M,Low (<$15M)
Meet the Spartans,30000000,38233676,46413155,84646831,182.15610333333333,54646831,2008,,,,Unknown,$25-50M,Medium ($15-50M)
J. Edgar,35000000,37306030,47300000,84606030,141.73151428571433,49606030,2011,WB,6.6,115925.0,Major,$25-50M,Medium ($15-50M)
Sicario,30000000,46889293,37504456,84393749,181.31249666666668,54393749,2015,LGF,7.6,328548.0,Indie,$25-50M,Medium ($15-50M)
Pinocchio,2289247,84300000,0,84300000,3582.433568767371,82010753,1940,,6.3,224.0,Unknown,<$5M,Low (<$15M)
Priest,60000000,29136626,55017400,84154026,40.25671,24154026,2011,SGem,5.7,108320.0,Indie,$50-100M,High ($50-150M)
Les BronzÃ©s 3: amis pour la vie,42000000,0,83833602,83833602,99.60381428571431,41833602,2006,,,,Unknown,$25-50M,Medium ($15-50M)
The Illusionist,16500000,39868642,43923420,83792062,407.8306787878788,67292062,2006,,7.5,31734.0,Unknown,$10-25M,Medium ($15-50M)
Piranha 3D,24000000,25003155,58657005,83660160,248.584,59660160,2010,W/Dim.,5.4,81327.0,Indie,$10-25M,Medium ($15-50M)
Snatch,10000000,30093107,53500000,83593107,735.93107,73593107,2000,,,,Unknown,$5-10M,Low (<$15M)
Les Choristes,5500000,3629758,79900000,83529758,1418.7228727272727,78029758,2004,,,,Unknown,$5-10M,Low (<$15M)
Airplane!,3500000,83453539,0,83453539,2284.3868285714293,79953539,1980,,,,Unknown,<$5M,Low (<$15M)
Fantasia,2280000,83320000,0,83320000,3554.385964912281,81040000,1940,,5.5,44.0,Unknown,<$5M,Low (<$15M)
Assassins,50000000,30306268,53000000,83306268,66.61253599999999,33306268,1995,,4.4,73.0,Unknown,$25-50M,Medium ($15-50M)
Blow,30000000,52990775,30291521,83282296,177.60765333333333,53282296,2001,,,,Unknown,$25-50M,Medium ($15-50M)
In & Out,35000000,63826569,19400000,83226569,137.79019714285715,48226569,1997,,,,Unknown,$25-50M,Medium ($15-50M)
Sky High,35000000,63939454,19169905,83109359,137.45531142857143,48109359,2005,,7.4,10.0,Unknown,$25-50M,Medium ($15-50M)
Dead Man Walking,11000000,39387284,43701011,83088295,655.3481363636363,72088295,1995,,,,Unknown,$10-25M,Low (<$15M)
Zodiac,85000000,33080084,50000000,83080084,-2.258724705882353,-1919916,2007,,,,Unknown,$50-100M,High ($50-150M)
The Strangers,9000000,52597610,30454066,83051676,822.7964,74051676,2008,,,,Unknown,$5-10M,Low (<$15M)
28 Days Laterâ¦,8000000,45064915,37890718,82955633,936.9454125,74955633,2003,,,,Unknown,$5-10M,Low (<$15M)
