movie,production_budget,domestic_gross,foreign_gross,worldwide_gross,roi,profit,release_year,studio,averagerating,numvotes,studio_type,budget_range,financial_tier
UHF,5000000,6157157,0,6157157,23.14314,1157157,1989,,,,Unknown,<$5M,Low (<$15M)
The Fifth Estate,26000000,3254172,2900000,6154172,-76.33010769230769,-19845828,2013,BV,6.2,36392.0,Indie,$25-50M,Medium ($15-50M)
The Mighty,100000,2652246,3469336,6121582,6021.581999999999,6021582,1998,,,,Unknown,<$5M,Low (<$15M)
The Border,13500000,6118683,0,6118683,-54.67642222222222,-7381317,1982,,,,Unknown,$10-25M,Low (<$15M)
"Il buono, il brutto, il cattivo",1200000,6100000,0,6100000,408.33333333333326,4900000,1967,,,,Unknown,<$5M,Low (<$15M)
Dylan Dog: Dead of Night,20000000,1186538,4907187,6093725,-69.531375,-13906275,2011,OMNI/FSR,5.1,14120.0,Indie,$10-25M,Medium ($15-50M)
Gotti,10000000,4286367,1802733,6089100,-39.109,-3910900,2018,VE,4.8,10358.0,Indie,$5-10M,Low (<$15M)
Meet the Mormons,2000000,6047363,1808,6049171,202.45855,4049171,2014,,6.9,1897.0,Unknown,<$5M,Low (<$15M)
Megiddo: Omega Code 2,22000000,6047691,0,6047691,-72.51049545454545,-15952309,2001,,,,Unknown,$10-25M,Medium ($15-50M)
Frozen River,1000000,2511476,3518653,6030129,503.0129,5030129,2008,,,,Unknown,<$5M,Low (<$15M)
The Limey,10000000,3193102,2836945,6030047,-39.699529999999996,-3969953,1999,,,,Unknown,$5-10M,Low (<$15M)
Foolish,1600000,6026908,0,6026908,276.68175,4426908,1999,,,,Unknown,<$5M,Low (<$15M)
Rebecca,1288000,6000000,2370,6002370,366.0225155279503,4714370,1940,,,,Unknown,<$5M,Low (<$15M)
Topaz,4000000,6000000,0,6000000,50.0,2000000,1969,,,,Unknown,<$5M,Low (<$15M)
Dragonslayer,18000000,6000000,0,6000000,-66.66666666666666,-12000000,1981,,5.8,516.0,Unknown,$10-25M,Medium ($15-50M)
Heartbeeps,10000000,6000000,0,6000000,-40.0,-4000000,1981,,,,Unknown,$5-10M,Low (<$15M)
Samsara,4000000,2672413,3294258,5966671,49.166775,1966671,2012,Osci.,8.5,29725.0,Indie,<$5M,Low (<$15M)
The Devil's Double,19100000,1361512,4604134,5965646,-68.76625130890052,-13134354,2011,LGF,7.1,58342.0,Indie,$10-25M,Medium ($15-50M)
The Return,15000000,501752,5452134,5953886,-60.30742666666666,-9046114,2004,,7.2,233.0,Unknown,$10-25M,Low (<$15M)
Severance,10000000,137221,5812781,5950002,-40.49998,-4049998,2007,,,,Unknown,$5-10M,Low (<$15M)
Slackers,11000000,4814244,1127974,5942218,-45.97983636363636,-5057782,2002,,,,Unknown,$10-25M,Low (<$15M)
All Saints,2000000,5802208,139786,5941994,197.0997,3941994,2017,Affirm,6.0,1220.0,Indie,<$5M,Low (<$15M)
Evil Dead II,3500000,5923044,3133,5926177,69.31934285714286,2426177,1987,,,,Unknown,<$5M,Low (<$15M)
Fish Tank,3000000,374675,5547617,5922292,97.40973333333334,2922292,2010,IFC,,,Indie,<$5M,Low (<$15M)
The Touch,20000000,0,5918742,5918742,-70.40629,-14081258,2004,,,,Unknown,$10-25M,Medium ($15-50M)
20 Feet From Stardom,1000000,4946250,946216,5892466,489.2466,4892466,2013,RTWC,7.4,11312.0,Indie,<$5M,Low (<$15M)
Light It Up,13000000,5871603,0,5871603,-54.833823076923075,-7128397,1999,,,,Unknown,$10-25M,Low (<$15M)
An Inconvenient Sequel,1000000,3496795,2342527,5839322,483.9322,4839322,2017,,,,Unknown,<$5M,Low (<$15M)
Swiss Army Man,3000000,4210454,1626657,5837111,94.57036666666669,2837111,2016,A24,7.0,91736.0,Indie,<$5M,Low (<$15M)
Ed Wood,18000000,5828466,0,5828466,-67.61963333333333,-12171534,1994,,,,Unknown,$10-25M,Medium ($15-50M)
Detroit Rock City,16000000,4217115,1608199,5825314,-63.5917875,-10174686,1999,,,,Unknown,$10-25M,Medium ($15-50M)
Jab Tak Hai Jaan,9200000,3047539,2759127,5806666,-36.884065217391296,-3393334,2012,Yash,6.8,48364.0,Indie,$5-10M,Low (<$15M)
The Skeleton Twins,1000000,5284309,512883,5797192,479.7192,4797192,2014,RAtt.,6.8,36793.0,Indie,<$5M,Low (<$15M)
Catch a Fire,14000000,4299773,1482425,5782198,-58.698585714285706,-8217802,2006,,,,Unknown,$10-25M,Low (<$15M)
Sheena,25000000,5778353,0,5778353,-76.886588,-19221647,1984,,,,Unknown,$10-25M,Medium ($15-50M)
Happiness,3000000,2746453,3000000,5746453,91.54843333333334,2746453,1998,,7.1,270.0,Unknown,<$5M,Low (<$15M)
Won't Back Down,19000000,5310554,434949,5745503,-69.76051052631578,-13254497,2012,Fox,6.4,5915.0,Major,$10-25M,Medium ($15-50M)
Gallipoli,3000000,5732587,0,5732587,91.08623333333334,2732587,1981,,,,Unknown,<$5M,Low (<$15M)
El crimen de padre Amaro,1800000,5719000,0,5719000,217.72222222222226,3919000,2002,,,,Unknown,<$5M,Low (<$15M)
Trolljegeren,3500000,253444,5453194,5706638,63.04680000000001,2206638,2011,,,,Unknown,<$5M,Low (<$15M)
Anomalisa,8000000,3759286,1946882,5706168,-28.6729,-2293832,2015,Par.,7.3,58010.0,Indie,$5-10M,Low (<$15M)
Who's Your Caddy?,7000000,5694308,0,5694308,-18.652742857142854,-1305692,2007,,,,Unknown,$5-10M,Low (<$15M)
People I Know,20000000,121972,5572241,5694213,-71.528935,-14305787,2003,,,,Unknown,$10-25M,Medium ($15-50M)
Get on the Bus,2400000,5691854,0,5691854,137.16058333333334,3291854,1996,,,,Unknown,<$5M,Low (<$15M)
Before Sunrise,2500000,5274005,416215,5690220,127.6088,3190220,1995,,6.6,16.0,Unknown,<$5M,Low (<$15M)
Kundun,28000000,5686694,0,5686694,-79.69037857142857,-22313306,1997,,,,Unknown,$25-50M,Medium ($15-50M)
Megaforce,18000000,5675599,0,5675599,-68.46889444444443,-12324401,1982,,,,Unknown,$10-25M,Medium ($15-50M)
The Pallbearer,8000000,5656388,0,5656388,-29.29515,-2343612,1996,,,,Unknown,$5-10M,Low (<$15M)
Underclassman,25000000,5654777,0,5654777,-77.380892,-19345223,2005,,,,Unknown,$10-25M,Medium ($15-50M)
Monsters,500000,237301,5402429,5639730,1027.9460000000001,5139730,2010,Magn.,6.4,84332.0,Indie,<$5M,Low (<$15M)
The Frozen Ground,19200000,0,5617460,5617460,-70.74239583333333,-13582540,2013,,6.4,51915.0,Unknown,$10-25M,Medium ($15-50M)
Man on Wire,1900000,2962242,2654825,5617067,195.63510526315793,3717067,2008,,,,Unknown,<$5M,Low (<$15M)
Iris,5500000,5580479,0,5580479,1.4632545454545456,80479,2001,,5.8,123.0,Unknown,$5-10M,Low (<$15M)
Once Upon a Time in America,30000000,5321508,254140,5575648,-81.41450666666667,-24424352,1984,,,,Unknown,$25-50M,Medium ($15-50M)
Mustang,1400000,845464,4707120,5552584,296.61314285714286,4152584,2015,Cohen,7.6,30899.0,Indie,<$5M,Low (<$15M)
For Your Consideration,12000000,5549923,0,5549923,-53.75064166666667,-6450077,2006,,,,Unknown,$10-25M,Low (<$15M)
The Brothers Bloom,20000000,3531756,2000000,5531756,-72.34121999999998,-14468244,2009,,,,Unknown,$10-25M,Medium ($15-50M)
The Meddler,3200000,4267219,1259723,5526942,72.7169375,2326942,2016,SPC,6.3,10629.0,Indie,<$5M,Low (<$15M)
Aqua Teen Hunger Force Colon Movie Film for Theaters,750000,5520368,0,5520368,636.0490666666666,4770368,2007,,,,Unknown,<$5M,Low (<$15M)
Say It Isn't So,25000000,5516708,0,5516708,-77.93316800000001,-19483292,2001,,,,Unknown,$10-25M,Medium ($15-50M)
Slums of Beverly Hills,5000000,5502773,0,5502773,10.05546,502773,1998,,,,Unknown,<$5M,Low (<$15M)
Tucker & Dale vs. Evil,5000000,223838,5252955,5476793,9.535860000000001,476793,2011,Magn.,,,Indie,<$5M,Low (<$15M)
Made,5000000,5308707,167353,5476060,9.5212,476060,2001,,,,Unknown,<$5M,Low (<$15M)
Virgin Territory,38000000,0,5473041,5473041,-85.5972605263158,-32526959,2008,,,,Unknown,$25-50M,Medium ($15-50M)
Collide,29200000,2280004,3186694,5466698,-81.2784315068493,-23733302,2017,ORF,5.7,13288.0,Indie,$25-50M,Medium ($15-50M)
Martha Marcy May Marlene,1000000,2981038,2457873,5438911,443.8911,4438911,2011,FoxS,6.9,45873.0,Major,<$5M,Low (<$15M)
Heavenly Creatures,5000000,3046086,2392034,5438120,8.7624,438120,1994,,,,Unknown,<$5M,Low (<$15M)
Everybody Wants Some,10000000,3400278,2036848,5437126,-45.62874,-4562874,2016,,,,Unknown,$5-10M,Low (<$15M)
The Sun is Also a Star,9000000,4950029,484000,5434029,-39.6219,-3565971,2019,,5.5,914.0,Unknown,$5-10M,Low (<$15M)
Split Second,7000000,5430822,0,5430822,-22.41682857142857,-1569178,1992,,8.1,11.0,Unknown,$5-10M,Low (<$15M)
Tango,4500000,1687311,3741076,5428387,20.630822222222218,928387,1999,,,,Unknown,<$5M,Low (<$15M)
Human Traffic,3300000,104257,5318483,5422740,64.32545454545455,2122740,2000,,,,Unknown,<$5M,Low (<$15M)
Monkeybone,75000000,5409517,0,5409517,-92.78731066666668,-69590483,2001,,,,Unknown,$50-100M,High ($50-150M)
Dear White People,1250000,4404154,999617,5403771,332.30168,4153771,2014,RAtt.,6.1,23321.0,Indie,<$5M,Low (<$15M)
1612,12000000,0,5400624,5400624,-54.9948,-6599376,2009,,,,Unknown,$10-25M,Low (<$15M)
She Wore a Yellow Ribbon,1600000,5400000,0,5400000,237.5,3800000,1949,,,,Unknown,<$5M,Low (<$15M)
Diary of the Dead,2750000,952620,4441827,5394447,96.16170909090908,2644447,2008,,,,Unknown,<$5M,Low (<$15M)
October Baby,1000000,5355847,36145,5391992,439.1992,4391992,2012,,6.8,6903.0,Unknown,<$5M,Low (<$15M)
Once Upon a Time in the West,5000000,5321508,56917,5378425,7.5685,378425,1969,,,,Unknown,<$5M,Low (<$15M)
Rejsen til Saturn,2700000,0,5377665,5377665,99.17277777777778,2677665,2008,,,,Unknown,<$5M,Low (<$15M)
A Guy Named Joe,2627000,5363000,0,5363000,104.14921964217741,2736000,1943,,,,Unknown,<$5M,Low (<$15M)
Rocket Singh: Salesman of the Year,1070000,164649,5184118,5348767,399.88476635514013,4278767,2009,,,,Unknown,<$5M,Low (<$15M)
Equilibrium,20000000,1190018,4155851,5345869,-73.27065499999998,-14654131,2002,,5.7,13.0,Unknown,$10-25M,Medium ($15-50M)
Wild Target,8000000,109338,5204856,5314194,-33.572575,-2685806,2010,Free,6.8,33915.0,Indie,$5-10M,Low (<$15M)
The Proposition,20000000,1903434,3410174,5313608,-73.43195999999998,-14686392,2006,,,,Unknown,$10-25M,Medium ($15-50M)
Ironclad,25000000,0,5297411,5297411,-78.810356,-19702589,2011,,6.2,38477.0,Unknown,$10-25M,Medium ($15-50M)
Charlie Bartlett,12000000,3950294,1345615,5295909,-55.867425,-6704091,2008,,,,Unknown,$10-25M,Low (<$15M)
The Runaways,9500000,3573673,1704959,5278632,-44.435452631578954,-4221368,2010,App.,6.6,43792.0,Indie,$5-10M,Low (<$15M)
San Francisco,1300000,2868000,2405000,5273000,305.61538461538464,3973000,1936,,,,Unknown,<$5M,Low (<$15M)
Love Letters,550000,5269990,0,5269990,858.18,4719990,1984,,,,Unknown,<$5M,Low (<$15M)
The Lost City,9600000,2484186,2772653,5256839,-45.24126041666667,-4343161,2006,,,,Unknown,$5-10M,Low (<$15M)
Black and White,10000000,5241315,0,5241315,-47.58685000000001,-4758685,2000,,6.2,843.0,Unknown,$5-10M,Low (<$15M)
Hollywood Shuffle,100000,5228617,0,5228617,5128.617,5128617,1987,,,,Unknown,<$5M,Low (<$15M)
The Professor and the Madman,25000000,0,5227233,5227233,-79.09106799999998,-19772767,2019,,7.4,10383.0,Unknown,$10-25M,Medium ($15-50M)
The In Crowd,15000000,5217498,0,5217498,-65.21668000000001,-9782502,2000,,,,Unknown,$10-25M,Low (<$15M)
Formula 51,27000000,5204007,0,5204007,-80.7259,-21795993,2002,,,,Unknown,$25-50M,Medium ($15-50M)
"Paris, je t'aime",13000000,4857374,317714,5175088,-60.191630769230756,-7824912,2007,,,,Unknown,$10-25M,Low (<$15M)
The House of Mirth,10000000,3041803,2107328,5149131,-48.50869,-4850869,2000,,,,Unknown,$5-10M,Low (<$15M)
The Hotel New Hampshire,7500000,5142858,0,5142858,-31.428559999999997,-2357142,1984,,,,Unknown,$5-10M,Low (<$15M)
Action Point,19000000,5059608,44067,5103675,-73.13855263157895,-13896325,2018,,5.0,6657.0,Unknown,$10-25M,Medium ($15-50M)
Exotica,1500000,5046118,0,5046118,236.40786666666668,3546118,1994,,,,Unknown,<$5M,Low (<$15M)
The Beaver,21000000,970816,4075222,5046038,-75.97124761904762,-15953962,2011,Sum.,6.7,45173.0,Indie,$10-25M,Medium ($15-50M)
Rien ne va plus,10000000,245359,4800000,5045359,-49.546409999999995,-4954641,1997,,,,Unknown,$5-10M,Low (<$15M)
Welcome to the Dollhouse,800000,4198137,836657,5034794,529.34925,4234794,1996,,,,Unknown,<$5M,Low (<$15M)
Hands of Stone,20000000,4712792,319183,5031975,-74.840125,-14968025,2016,Wein.,6.6,12851.0,Indie,$10-25M,Medium ($15-50M)
Monty Python and the Holy Grail,400000,3427696,1601252,5028948,1157.237,4628948,1975,,,,Unknown,<$5M,Low (<$15M)
Nikita,7000000,5017971,0,5017971,-28.3147,-1982029,1991,,,,Unknown,$5-10M,Low (<$15M)
Savva. Serdtse voyna,30000000,0,5015080,5015080,-83.28306666666667,-24984920,2016,,,,Unknown,$25-50M,Medium ($15-50M)
Bubble Boy,13000000,5002310,0,5002310,-61.5206923076923,-7997690,2001,,,,Unknown,$10-25M,Low (<$15M)
"The Beast from 20,000 Fathoms",210000,5000000,0,5000000,2280.952380952381,4790000,1953,,,,Unknown,<$5M,Low (<$15M)
The Ballad of Cable Hogue,3716946,3500000,1500000,5000000,34.51903794136369,1283054,1970,,,,Unknown,<$5M,Low (<$15M)
Pocketful of Miracles,2900000,5000000,0,5000000,72.41379310344827,2100000,1961,,,,Unknown,<$5M,Low (<$15M)
Darling Lili,22000000,5000000,0,5000000,-77.27272727272727,-17000000,1970,,,,Unknown,$10-25M,Medium ($15-50M)
Invaders from Mars,12000000,4884663,100000,4984663,-58.46114166666667,-7015337,1986,,,,Unknown,$10-25M,Low (<$15M)
Take Shelter,4750000,1728953,3243063,4972016,4.674021052631579,222016,2011,SPC,7.4,83200.0,Indie,<$5M,Low (<$15M)
Gloria,30000000,4167493,800000,4967493,-83.44169000000002,-25032507,1999,,6.8,7640.0,Unknown,$25-50M,Medium ($15-50M)
Jakob the Liar,15000000,4956401,0,4956401,-66.95732666666667,-10043599,1999,,,,Unknown,$10-25M,Low (<$15M)
Robot & Frank,2500000,3317468,1616888,4934356,97.37424,2434356,2012,Gold.,7.1,59229.0,Indie,<$5M,Low (<$15M)
Hamlet 2,9000000,4886216,47888,4934104,-45.17662222222222,-4065896,2008,,,,Unknown,$5-10M,Low (<$15M)
From Justin to Kelly,12000000,4922166,0,4922166,-58.98195000000001,-7077834,2003,,,,Unknown,$10-25M,Low (<$15M)
Half Nelson,700000,2697938,2213787,4911725,601.675,4211725,2006,,,,Unknown,<$5M,Low (<$15M)
Girl 6,12000000,4880941,0,4880941,-59.32549166666666,-7119059,1996,,,,Unknown,$10-25M,Low (<$15M)
The Assassination of Richard Nixon,4600000,708776,4171367,4880143,6.090065217391304,280143,2004,,,,Unknown,<$5M,Low (<$15M)
Genghis Khan: To the Ends of the Earth and Sea,30000000,3892,4870606,4874498,-83.75167333333333,-25125502,2008,,,,Unknown,$25-50M,Medium ($15-50M)
Galaxina,5500000,4865000,0,4865000,-11.545454545454545,-635000,1980,,,,Unknown,$5-10M,Low (<$15M)
Rize,700000,3278611,1579120,4857731,593.9615714285712,4157731,2005,,,,Unknown,<$5M,Low (<$15M)
"Guten Tag, Ramon",4000000,154356,4700000,4854356,21.3589,854356,2015,,,,Unknown,<$5M,Low (<$15M)
90 Minutes in Heaven,5000000,4816142,0,4816142,-3.6771599999999998,-183858,2015,,4.8,3105.0,Unknown,<$5M,Low (<$15M)
Bottle Shock,5000000,4078607,737283,4815890,-3.6822,-184110,2008,,,,Unknown,<$5M,Low (<$15M)
The Girl with all the Gifts,5250000,0,4801837,4801837,-8.536438095238095,-448163,2017,,6.7,46545.0,Unknown,$5-10M,Low (<$15M)
Igby Goes Down,9000000,4777465,0,4777465,-46.917055555555564,-4222535,2002,,,,Unknown,$5-10M,Low (<$15M)
The Fall of the Roman Empire,19000000,4750000,0,4750000,-75.0,-14250000,1964,,,,Unknown,$10-25M,Medium ($15-50M)
A Walk on the Moon,14000000,4741987,0,4741987,-66.1286642857143,-9258013,1999,,,,Unknown,$10-25M,Low (<$15M)
"Food, Inc.",1000000,4417674,314270,4731944,373.1944,3731944,2009,,,,Unknown,<$5M,Low (<$15M)
Tao Jie,5400000,0,4728896,4728896,-12.427851851851852,-671104,2013,,,,Unknown,$5-10M,Low (<$15M)
My Summer of Love,1700000,1000915,3726460,4727375,178.08088235294116,3027375,2005,,,,Unknown,<$5M,Low (<$15M)
The Other Side of Heaven,7000000,4720371,0,4720371,-32.56612857142857,-2279629,2001,,,,Unknown,$5-10M,Low (<$15M)
Held Up,8000000,4714090,0,4714090,-41.073875,-3285910,2000,,,,Unknown,$5-10M,Low (<$15M)
Miss March,6000000,4543320,169739,4713059,-21.449016666666672,-1286941,2009,,,,Unknown,$5-10M,Low (<$15M)
"Jeff, Who Lives at Home",10000000,4269426,438701,4708127,-52.91873,-5291873,2012,ParV,6.5,60070.0,Indie,$5-10M,Low (<$15M)
C.H.U.D.,1250000,4700000,0,4700000,276.0,3450000,1984,,,,Unknown,<$5M,Low (<$15M)
On the Line,10000000,4365455,325347,4690802,-53.09198000000001,-5309198,2001,,8.7,25.0,Unknown,$5-10M,Low (<$15M)
Pi,68000,3221152,1457361,4678513,6780.16617647059,4610513,1998,,,,Unknown,<$5M,Low (<$15M)
Rogue,23000000,10452,4662925,4673377,-79.68096956521741,-18326623,2008,,5.8,69.0,Unknown,$10-25M,Medium ($15-50M)
Demonic,3000000,0,4668109,4668109,55.60363333333334,1668109,2017,,5.3,12025.0,Unknown,<$5M,Low (<$15M)
Killer Joe,10000000,1291645,3367465,4659110,-53.4089,-5340890,2012,LD,6.7,67842.0,Indie,$5-10M,Low (<$15M)
Radio Flyer,35000000,4651977,0,4651977,-86.70863714285713,-30348023,1992,,,,Unknown,$25-50M,Medium ($15-50M)
Let's Go to Prison,4000000,4630045,0,4630045,15.751124999999998,630045,2006,,,,Unknown,<$5M,Low (<$15M)
Table 19,5000000,3614896,1005503,4620399,-7.59202,-379601,2017,FoxS,5.8,22751.0,Major,<$5M,Low (<$15M)
Lovely and Amazing,250000,4210379,403103,4613482,1745.3928,4363482,2002,,,,Unknown,<$5M,Low (<$15M)
Welcome to Collinwood,12000000,378650,4227634,4606284,-61.6143,-7393716,2002,,,,Unknown,$10-25M,Low (<$15M)
"Don Gato, el inicio de la pandilla",8000000,0,4604656,4604656,-42.4418,-3395344,2017,,,,Unknown,$5-10M,Low (<$15M)
River's Edge,1900000,4600000,0,4600000,142.10526315789474,2700000,1987,,6.3,409.0,Unknown,<$5M,Low (<$15M)
Submarine,1900000,467602,4114335,4581937,141.15457894736844,2681937,2011,Wein.,7.3,79810.0,Indie,<$5M,Low (<$15M)
Please Give,3000000,4033574,536604,4570178,52.33926666666666,1570178,2010,SPC,6.6,10652.0,Indie,<$5M,Low (<$15M)
Flying By,5000000,0,4568257,4568257,-8.63486,-431743,2009,,,,Unknown,<$5M,Low (<$15M)
Max Steel,10000000,3818664,744416,4563080,-54.36919999999999,-5436920,2016,ORF,4.6,16788.0,Indie,$5-10M,Low (<$15M)
Mumford,28700000,4559569,0,4559569,-84.113,-24140431,1999,,,,Unknown,$25-50M,Medium ($15-50M)
Lilja 4-ever,4500000,181655,4375327,4556982,1.2662666666666669,56982,2003,,,,Unknown,<$5M,Low (<$15M)
Flash of Genius,20000000,4442377,61734,4504111,-77.479445,-15495889,2008,,,,Unknown,$10-25M,Medium ($15-50M)
Bound by Honor,35000000,4496583,0,4496583,-87.15262,-30503417,1993,,,,Unknown,$25-50M,Medium ($15-50M)
The Wall,3000000,1803064,2692198,4495262,49.84206666666667,1495262,2017,RAtt.,9.2,8.0,Indie,<$5M,Low (<$15M)
Only God Forgives,4800000,775849,3718711,4494560,-6.363333333333332,-305440,2013,RTWC,5.7,100318.0,Indie,<$5M,Low (<$15M)
Flawless,27000000,4485485,0,4485485,-83.3870925925926,-22514515,1999,,6.4,34.0,Unknown,$25-50M,Medium ($15-50M)
Geograf globus propil,4000000,0,4454853,4454853,11.371325,454853,2013,,,,Unknown,<$5M,Low (<$15M)
Passchendaele,20000000,4452423,904,4453327,-77.73336499999998,-15546673,2008,,,,Unknown,$10-25M,Medium ($15-50M)
Safety Not Guaranteed,750000,4010957,411361,4422318,489.6424,3672318,2012,FD,7.0,111907.0,Indie,<$5M,Low (<$15M)
The Conversation,1600000,4420000,0,4420000,176.25,2820000,1974,,,,Unknown,<$5M,Low (<$15M)
Donât Think Twice,3000000,4417983,0,4417983,47.2661,1417983,2016,,,,Unknown,<$5M,Low (<$15M)
Keeping Up with the Steins,5000000,4339241,75512,4414753,-11.704939999999999,-585247,2006,,,,Unknown,<$5M,Low (<$15M)
Inchon,46000000,4408636,0,4408636,-90.41600869565217,-41591364,1982,,,,Unknown,$25-50M,Medium ($15-50M)
McHale's Navy,42000000,4408420,0,4408420,-89.5037619047619,-37591580,1997,,,,Unknown,$25-50M,Medium ($15-50M)
Simply Irresistible,6000000,4398989,0,4398989,-26.68351666666667,-1601011,1999,,,,Unknown,$5-10M,Low (<$15M)
"Synecdoche, New York",20000000,3083538,1300000,4383538,-78.08230999999998,-15616462,2008,,,,Unknown,$10-25M,Medium ($15-50M)
Dark Angel,7000000,4372561,0,4372561,-37.534842857142856,-2627439,1990,,,,Unknown,$5-10M,Low (<$15M)
Solitary Man,12500000,4360548,0,4360548,-65.115616,-8139452,2010,Anch.,,,Indie,$10-25M,Low (<$15M)
The Broadway Melody,379000,2800000,1558000,4358000,1049.868073878628,3979000,1929,,,,Unknown,<$5M,Low (<$15M)
Bogus,32000000,4357406,0,4357406,-86.38310625,-27642594,1996,,,,Unknown,$25-50M,Medium ($15-50M)
Meet the Deedles,24000000,4356126,0,4356126,-81.849475,-19643874,1998,,,,Unknown,$10-25M,Medium ($15-50M)
PCU,9000000,4333569,0,4333569,-51.84923333333333,-4666431,1994,,,,Unknown,$5-10M,Low (<$15M)
Werk ohne Autor,1400000,1303747,3027405,4331152,209.368,2931152,2018,,,,Unknown,<$5M,Low (<$15M)
Lucky Break,6000000,54606,4261891,4316497,-28.05838333333333,-1683503,2002,,,,Unknown,$5-10M,Low (<$15M)
Wild Card,30000000,3200,4312589,4315789,-85.61403666666666,-25684211,2015,,5.6,46463.0,Unknown,$25-50M,Medium ($15-50M)
Velvet Goldmine,9000000,1053788,3259856,4313644,-52.07062222222223,-4686356,1998,,,,Unknown,$5-10M,Low (<$15M)
Four Rooms,4000000,4301000,0,4301000,7.524999999999999,301000,1995,,,,Unknown,<$5M,Low (<$15M)
Per qualche dollaro in piÃ¹,600000,4300000,0,4300000,616.6666666666667,3700000,1967,,,,Unknown,<$5M,Low (<$15M)
Eden Lake,2000000,7321,4287052,4294373,114.71865,2294373,2008,,,,Unknown,<$5M,Low (<$15M)
Flipped,14000000,1755212,2534781,4289993,-69.35719285714286,-9710007,2010,WB,7.7,74937.0,Major,$10-25M,Low (<$15M)
Soul Survivors,14000000,3100650,1187596,4288246,-69.36967142857144,-9711754,2001,,,,Unknown,$10-25M,Low (<$15M)
Glitter,8500000,4273372,0,4273372,-49.72503529411765,-4226628,2001,,,,Unknown,$5-10M,Low (<$15M)
Brick,450000,2075743,2168253,4243996,843.1102222222223,3793996,2006,,,,Unknown,<$5M,Low (<$15M)
Men with Brooms,7500000,4239767,0,4239767,-43.46977333333334,-3260233,2002,,,,Unknown,$5-10M,Low (<$15M)
The Gospel of John,11000000,4068087,166268,4234355,-61.50586363636364,-6765645,2003,,7.8,563.0,Unknown,$10-25M,Low (<$15M)
Holy Motors,4000000,641054,3589372,4230426,5.76065,230426,2012,IM,7.1,36874.0,Indie,<$5M,Low (<$15M)
Kursk,40000000,0,4212799,4212799,-89.4680025,-35787201,2019,,,,Unknown,$25-50M,Medium ($15-50M)
The Damned United,6400000,449865,3750009,4199874,-34.37696875,-2200126,2009,,,,Unknown,$5-10M,Low (<$15M)
Richard III,9200000,2684904,1514430,4199334,-54.35506521739131,-5000666,1995,,,,Unknown,$5-10M,Low (<$15M)
Witless Protection,7500000,4151836,0,4151836,-44.64218666666667,-3348164,2008,,,,Unknown,$5-10M,Low (<$15M)
